date,leading_cycle,kospi_credit,kosdaq_credit,adr_kospi,adr_kosdaq
1997-05-30,100.78,4.25,1.95,0.93,0.87
1997-05-31,100.83,4.17,2.01,0.94,0.84
1997-06-01,100.76,4.22,2.02,0.94,0.86
1997-06-02,100.83,4.27,2.05,0.97,0.85
1997-06-03,100.8,4.14,2.05,0.92,0.85
1997-06-04,100.76,4.18,2.03,0.92,0.86
1997-06-05,100.81,4.28,2.0,0.97,0.84
1997-06-06,100.75,4.18,2.01,0.93,0.83
1997-06-07,100.79,4.27,1.99,0.95,0.85
1997-06-08,100.75,4.22,1.95,0.97,0.87
1997-06-09,100.85,4.21,1.94,0.93,0.84
1997-06-10,100.83,4.31,1.92,0.94,0.86
1997-06-11,100.82,4.22,2.0,0.94,0.82
1997-06-12,100.81,4.22,1.97,0.96,0.86
1997-06-13,100.84,4.12,2.07,0.95,0.87
1997-06-14,100.84,4.13,1.99,0.92,0.83
1997-06-15,100.84,4.16,1.99,0.92,0.83
1997-06-16,100.79,4.25,1.97,0.94,0.87
1997-06-17,100.8,4.21,1.98,0.93,0.81
1997-06-18,100.77,4.12,1.93,0.97,0.83
1997-06-19,100.76,4.09,1.96,0.96,0.88
1997-06-20,100.81,4.18,1.96,0.96,0.85
1997-06-21,100.77,4.13,1.93,0.92,0.86
1997-06-22,100.76,4.21,1.93,0.95,0.87
1997-06-23,100.8,4.14,2.08,0.94,0.86
1997-06-24,100.75,4.18,1.97,0.97,0.81
1997-06-25,100.78,4.18,1.99,0.95,0.83
1997-06-26,100.77,4.19,2.0,0.96,0.79
1997-06-27,100.84,4.13,2.04,0.96,0.85
1997-06-28,100.79,4.06,2.0,0.94,0.86
1997-06-29,100.8,4.11,2.01,0.91,0.83
1997-06-30,100.79,4.2,1.97,0.90,0.81
1997-07-01,100.82,4.18,1.99,0.91,0.82
1997-07-02,100.77,4.19,1.97,0.91,0.85
1997-07-03,100.86,4.17,2.0,0.95,0.86
1997-07-04,100.78,4.12,1.97,0.94,0.86
1997-07-05,100.76,4.08,1.96,0.93,0.84
1997-07-06,100.79,4.14,2.01,0.92,0.84
1997-07-07,100.78,4.16,1.95,0.91,0.83
1997-07-08,100.79,4.14,1.87,0.90,0.85
1997-07-09,100.79,4.09,1.92,0.91,0.83
1997-07-10,100.73,4.09,1.88,0.95,0.82
1997-07-11,100.81,4.1,1.88,0.95,0.81
1997-07-12,100.77,4.14,1.92,0.95,0.83
1997-07-13,100.77,4.08,1.94,0.93,0.87
1997-07-14,100.73,4.09,1.92,0.94,0.86
1997-07-15,100.87,4.08,1.92,0.92,0.86
1997-07-16,100.8,4.08,1.95,0.95,0.81
1997-07-17,100.74,4.16,1.91,0.92,0.80
1997-07-18,100.78,4.13,1.92,0.91,0.81
1997-07-19,100.76,4.1,1.96,0.93,0.80
1997-07-20,100.72,4.08,1.89,0.90,0.85
1997-07-21,100.73,4.03,1.97,0.92,0.82
1997-07-22,100.8,4.19,1.92,0.92,0.84
1997-07-23,100.72,4.0,1.98,0.92,0.84
1997-07-24,100.69,4.03,1.89,0.90,0.83
1997-07-25,100.79,3.99,1.96,0.91,0.80
1997-07-26,100.77,4.03,1.93,0.93,0.78
1997-07-27,100.68,4.02,1.9,0.92,0.82
1997-07-28,100.64,4.04,1.92,0.94,0.76
1997-07-29,100.66,3.95,1.87,0.89,0.81
1997-07-30,100.69,4.0,1.86,0.93,0.80
1997-07-31,100.67,4.02,1.87,0.92,0.79
1997-08-01,100.69,3.99,1.91,0.93,0.78
1997-08-02,100.68,4.04,1.89,0.90,0.81
1997-08-03,100.7,4.05,1.82,0.90,0.84
1997-08-04,100.7,4.07,1.84,0.90,0.82
1997-08-05,100.66,3.96,1.89,0.91,0.84
1997-08-06,100.67,3.93,1.92,0.88,0.79
1997-08-07,100.62,3.95,1.91,0.93,0.81
1997-08-08,100.69,3.93,1.89,0.93,0.82
1997-08-09,100.63,3.87,1.82,0.91,0.84
1997-08-10,100.58,3.92,1.84,0.89,0.80
1997-08-11,100.61,4.0,1.87,0.88,0.80
1997-08-12,100.68,3.91,1.88,0.89,0.75
1997-08-13,100.6,3.99,1.83,0.95,0.80
1997-08-14,100.61,3.99,1.81,0.92,0.81
1997-08-15,100.57,3.93,1.82,0.87,0.82
1997-08-16,100.54,3.99,1.82,0.89,0.85
1997-08-17,100.61,3.86,1.82,0.90,0.80
1997-08-18,100.57,3.87,1.79,0.89,0.81
1997-08-19,100.51,3.89,1.79,0.90,0.77
1997-08-20,100.53,3.75,1.79,0.85,0.77
1997-08-21,100.51,3.83,1.77,0.91,0.80
1997-08-22,100.48,3.86,1.87,0.86,0.76
1997-08-23,100.45,3.83,1.84,0.90,0.79
1997-08-24,100.49,3.83,1.78,0.88,0.77
1997-08-25,100.47,3.82,1.71,0.92,0.78
1997-08-26,100.44,3.72,1.84,0.90,0.80
1997-08-27,100.47,3.77,1.82,0.87,0.80
1997-08-28,100.51,3.77,1.83,0.90,0.74
1997-08-29,100.43,3.78,1.73,0.87,0.73
1997-08-30,100.39,3.77,1.68,0.90,0.74
1997-08-31,100.41,3.76,1.79,0.90,0.79
1997-09-01,100.37,3.92,1.7,0.89,0.82
1997-09-02,100.35,3.8,1.85,0.87,0.72
1997-09-03,100.33,3.85,1.72,0.85,0.76
1997-09-04,100.39,3.75,1.84,0.84,0.82
1997-09-05,100.39,3.71,1.86,0.87,0.76
1997-09-06,100.29,3.71,1.81,0.89,0.78
1997-09-07,100.29,3.69,1.74,0.86,0.79
1997-09-08,100.31,3.73,1.7,0.84,0.74
1997-09-09,100.29,3.73,1.78,0.88,0.78
1997-09-10,100.28,3.63,1.72,0.87,0.74
1997-09-11,100.24,3.75,1.65,0.86,0.77
1997-09-12,100.26,3.62,1.76,0.88,0.74
1997-09-13,100.25,3.68,1.72,0.84,0.78
1997-09-14,100.2,3.69,1.7,0.87,0.73
1997-09-15,100.22,3.65,1.59,0.86,0.79
1997-09-16,100.17,3.72,1.75,0.83,0.73
1997-09-17,100.17,3.62,1.67,0.86,0.78
1997-09-18,100.17,3.65,1.64,0.83,0.74
1997-09-19,100.16,3.67,1.64,0.86,0.74
1997-09-20,100.12,3.63,1.7,0.82,0.71
1997-09-21,100.1,3.57,1.64,0.84,0.74
1997-09-22,100.1,3.61,1.66,0.85,0.72
1997-09-23,100.04,3.52,1.68,0.82,0.74
1997-09-24,100.03,3.58,1.63,0.80,0.71
1997-09-25,100.03,3.56,1.71,0.81,0.75
1997-09-26,100.04,3.53,1.58,0.84,0.76
1997-09-27,100.03,3.59,1.66,0.81,0.77
1997-09-28,100.03,3.55,1.57,0.83,0.72
1997-09-29,99.98,3.54,1.65,0.81,0.71
1997-09-30,99.95,3.5,1.63,0.82,0.74
1997-10-01,99.99,3.55,1.64,0.82,0.73
1997-10-02,99.95,3.44,1.56,0.82,0.72
1997-10-03,99.91,3.53,1.61,0.79,0.77
1997-10-04,99.92,3.39,1.53,0.79,0.76
1997-10-05,99.92,3.46,1.53,0.83,0.75
1997-10-06,99.89,3.46,1.7,0.82,0.71
1997-10-07,99.89,3.45,1.57,0.78,0.69
1997-10-08,99.84,3.42,1.51,0.81,0.71
1997-10-09,99.84,3.43,1.45,0.79,0.71
1997-10-10,99.78,3.36,1.6,0.79,0.73
1997-10-11,99.78,3.47,1.49,0.80,0.68
1997-10-12,99.73,3.44,1.52,0.81,0.68
1997-10-13,99.71,3.35,1.51,0.78,0.65
1997-10-14,99.74,3.42,1.47,0.83,0.73
1997-10-15,99.7,3.36,1.53,0.80,0.69
1997-10-16,99.72,3.35,1.5,0.77,0.67
1997-10-17,99.64,3.24,1.5,0.82,0.67
1997-10-18,99.66,3.37,1.5,0.80,0.72
1997-10-19,99.71,3.31,1.49,0.82,0.68
1997-10-20,99.63,3.25,1.51,0.78,0.67
1997-10-21,99.54,3.33,1.5,0.76,0.69
1997-10-22,99.59,3.29,1.44,0.79,0.70
1997-10-23,99.54,3.35,1.5,0.76,0.69
1997-10-24,99.53,3.28,1.49,0.78,0.66
1997-10-25,99.59,3.31,1.49,0.73,0.68
1997-10-26,99.5,3.33,1.46,0.75,0.65
1997-10-27,99.46,3.17,1.43,0.77,0.63
1997-10-28,99.46,3.26,1.49,0.75,0.66
1997-10-29,99.49,3.21,1.48,0.73,0.64
1997-10-30,99.5,3.24,1.51,0.74,0.68
1997-10-31,99.37,3.15,1.41,0.76,0.69
1997-11-01,99.31,3.18,1.49,0.75,0.68
1997-11-02,99.36,3.17,1.39,0.76,0.67
1997-11-03,99.34,3.17,1.37,0.76,0.66
1997-11-04,99.37,3.05,1.43,0.78,0.64
1997-11-05,99.3,3.21,1.44,0.76,0.68
1997-11-06,99.24,3.0,1.36,0.76,0.64
1997-11-07,99.26,3.1,1.4,0.75,0.66
1997-11-08,99.28,3.03,1.32,0.72,0.65
1997-11-09,99.25,3.07,1.38,0.77,0.65
1997-11-10,99.2,3.07,1.44,0.72,0.62
1997-11-11,99.15,3.0,1.4,0.74,0.64
1997-11-12,99.23,3.04,1.31,0.76,0.65
1997-11-13,99.1,3.06,1.31,0.74,0.66
1997-11-14,99.21,3.15,1.36,0.72,0.60
1997-11-15,99.14,3.02,1.39,0.71,0.67
1997-11-16,99.1,3.01,1.39,0.74,0.64
1997-11-17,99.1,3.11,1.27,0.75,0.67
1997-11-18,99.04,2.94,1.36,0.70,0.61
1997-11-19,99.03,3.01,1.27,0.75,0.62
1997-11-20,99.02,3.08,1.38,0.74,0.60
1997-11-21,98.94,2.97,1.34,0.72,0.60
1997-11-22,98.97,2.89,1.33,0.71,0.66
1997-11-23,98.96,2.96,1.29,0.72,0.61
1997-11-24,99.01,2.88,1.27,0.71,0.62
1997-11-25,98.94,2.95,1.23,0.72,0.63
1997-11-26,98.94,2.83,1.28,0.70,0.66
1997-11-27,98.87,2.85,1.32,0.73,0.58
1997-11-28,98.79,2.84,1.23,0.70,0.63
1997-11-29,98.86,2.94,1.29,0.71,0.60
1997-11-30,98.86,2.74,1.26,0.69,0.61
1997-12-01,98.76,2.83,1.26,0.68,0.58
1997-12-02,98.78,2.9,1.16,0.69,0.59
1997-12-03,98.73,2.75,1.17,0.69,0.61
1997-12-04,98.77,2.82,1.29,0.71,0.58
1997-12-05,98.75,2.8,1.18,0.70,0.60
1997-12-06,98.73,2.75,1.17,0.67,0.59
1997-12-07,98.64,2.78,1.26,0.65,0.55
1997-12-08,98.66,2.83,1.21,0.66,0.60
1997-12-09,98.62,2.89,1.27,0.68,0.63
1997-12-10,98.62,2.7,1.13,0.63,0.54
1997-12-11,98.6,2.72,1.2,0.63,0.58
1997-12-12,98.58,2.74,1.22,0.70,0.62
1997-12-13,98.56,2.68,1.14,0.66,0.57
1997-12-14,98.55,2.65,1.2,0.66,0.56
1997-12-15,98.53,2.69,1.13,0.68,0.57
1997-12-16,98.44,2.62,1.09,0.69,0.57
1997-12-17,98.47,2.65,1.11,0.68,0.54
1997-12-18,98.47,2.66,1.14,0.66,0.55
1997-12-19,98.44,2.7,1.07,0.65,0.54
1997-12-20,98.43,2.54,1.1,0.68,0.58
1997-12-21,98.42,2.66,1.15,0.67,0.53
1997-12-22,98.37,2.68,1.06,0.66,0.56
1997-12-23,98.34,2.6,1.19,0.65,0.65
1997-12-24,98.36,2.64,1.08,0.66,0.56
1997-12-25,98.37,2.6,1.06,0.64,0.56
1997-12-26,98.35,2.5,1.06,0.66,0.60
1997-12-27,98.26,2.51,1.11,0.63,0.52
1997-12-28,98.25,2.55,1.16,0.64,0.49
1997-12-29,98.17,2.6,1.04,0.65,0.56
1997-12-30,98.25,2.62,1.16,0.66,0.54
1997-12-31,98.18,2.46,1.08,0.63,0.52
1998-01-01,98.16,2.42,1.09,0.58,0.48
1998-01-02,98.11,2.57,1.09,0.61,0.54
1998-01-03,98.11,2.48,1.04,0.61,0.52
1998-01-04,98.09,2.63,1.0,0.65,0.55
1998-01-05,98.08,2.51,1.02,0.64,0.49
1998-01-06,98.04,2.38,1.08,0.66,0.49
1998-01-07,98.06,2.46,0.96,0.64,0.50
1998-01-08,98.03,2.44,1.0,0.64,0.52
1998-01-09,97.96,2.42,0.98,0.61,0.53
1998-01-10,97.98,2.41,0.99,0.62,0.56
1998-01-11,97.99,2.39,1.02,0.62,0.51
1998-01-12,97.95,2.44,0.95,0.63,0.46
1998-01-13,97.91,2.42,0.99,0.60,0.51
1998-01-14,97.93,2.4,0.96,0.59,0.51
1998-01-15,97.91,2.34,1.01,0.61,0.51
1998-01-16,97.91,2.4,1.06,0.63,0.51
1998-01-17,97.79,2.31,0.95,0.60,0.55
1998-01-18,97.81,2.34,0.94,0.61,0.51
1998-01-19,97.83,2.36,0.97,0.58,0.47
1998-01-20,97.75,2.33,0.97,0.63,0.49
1998-01-21,97.77,2.3,1.0,0.60,0.52
1998-01-22,97.72,2.27,0.96,0.59,0.47
1998-01-23,97.74,2.32,0.92,0.62,0.50
1998-01-24,97.66,2.2,0.91,0.56,0.51
1998-01-25,97.71,2.29,0.85,0.61,0.49
1998-01-26,97.68,2.24,0.87,0.61,0.47
1998-01-27,97.71,2.25,0.94,0.58,0.50
1998-01-28,97.7,2.19,0.89,0.60,0.50
1998-01-29,97.65,2.15,0.9,0.56,0.50
1998-01-30,97.59,2.25,0.91,0.60,0.49
1998-01-31,97.54,2.24,0.92,0.58,0.47
1998-02-01,97.52,2.15,0.86,0.58,0.52
1998-02-02,97.49,2.23,0.86,0.58,0.50
1998-02-03,97.5,2.11,0.85,0.54,0.44
1998-02-04,97.54,2.19,0.8,0.59,0.46
1998-02-05,97.44,2.18,0.84,0.55,0.47
1998-02-06,97.44,2.09,0.8,0.56,0.50
1998-02-07,97.44,2.11,0.89,0.59,0.48
1998-02-08,97.42,2.07,0.87,0.58,0.47
1998-02-09,97.44,2.07,0.77,0.55,0.50
1998-02-10,97.37,2.03,0.9,0.57,0.49
1998-02-11,97.32,2.07,0.89,0.55,0.46
1998-02-12,97.37,2.05,0.79,0.55,0.44
1998-02-13,97.32,2.06,0.88,0.60,0.49
1998-02-14,97.3,1.99,0.85,0.57,0.44
1998-02-15,97.32,2.04,0.84,0.55,0.48
1998-02-16,97.27,1.98,0.8,0.51,0.45
1998-02-17,97.22,2.0,0.76,0.55,0.46
1998-02-18,97.25,2.03,0.74,0.58,0.42
1998-02-19,97.19,2.01,0.8,0.55,0.41
1998-02-20,97.2,1.9,0.83,0.51,0.45
1998-02-21,97.24,2.08,0.8,0.57,0.41
1998-02-22,97.19,1.96,0.78,0.55,0.45
1998-02-23,97.12,1.99,0.71,0.54,0.47
1998-02-24,97.15,1.95,0.79,0.57,0.44
1998-02-25,97.12,1.94,0.79,0.55,0.42
1998-02-26,97.06,1.94,0.73,0.53,0.48
1998-02-27,97.11,1.94,0.76,0.52,0.44
1998-02-28,97.08,1.82,0.71,0.52,0.43
1998-03-01,97.05,1.98,0.76,0.52,0.40
1998-03-02,97.07,1.91,0.74,0.49,0.45
1998-03-03,97.0,1.89,0.7,0.53,0.41
1998-03-04,96.99,1.89,0.7,0.51,0.44
1998-03-05,96.99,1.8,0.74,0.53,0.43
1998-03-06,96.97,1.91,0.7,0.51,0.46
1998-03-07,96.94,1.93,0.7,0.51,0.43
1998-03-08,97.0,1.8,0.7,0.50,0.37
1998-03-09,96.89,1.82,0.67,0.50,0.43
1998-03-10,96.89,1.89,0.65,0.51,0.45
1998-03-11,96.91,1.78,0.68,0.52,0.42
1998-03-12,96.92,1.86,0.7,0.51,0.40
1998-03-13,96.88,1.86,0.71,0.50,0.38
1998-03-14,96.89,1.77,0.68,0.51,0.39
1998-03-15,96.85,1.85,0.7,0.52,0.40
1998-03-16,96.86,1.78,0.62,0.53,0.42
1998-03-17,96.84,1.8,0.65,0.51,0.41
1998-03-18,96.79,1.77,0.7,0.46,0.41
1998-03-19,96.8,1.8,0.68,0.49,0.42
1998-03-20,96.76,1.83,0.56,0.52,0.36
1998-03-21,96.71,1.77,0.64,0.51,0.44
1998-03-22,96.7,1.8,0.61,0.49,0.38
1998-03-23,96.73,1.77,0.65,0.53,0.42
1998-03-24,96.68,1.74,0.69,0.50,0.42
1998-03-25,96.71,1.79,0.63,0.47,0.41
1998-03-26,96.63,1.72,0.63,0.47,0.38
1998-03-27,96.7,1.79,0.65,0.52,0.38
1998-03-28,96.63,1.73,0.62,0.55,0.40
1998-03-29,96.63,1.66,0.64,0.48,0.41
1998-03-30,96.63,1.75,0.56,0.48,0.44
1998-03-31,96.58,1.89,0.58,0.48,0.39
1998-04-01,96.61,1.72,0.57,0.47,0.39
1998-04-02,96.64,1.69,0.61,0.48,0.39
1998-04-03,96.63,1.65,0.59,0.50,0.33
1998-04-04,96.56,1.61,0.61,0.47,0.37
1998-04-05,96.57,1.69,0.62,0.49,0.40
1998-04-06,96.57,1.69,0.59,0.48,0.37
1998-04-07,96.57,1.63,0.65,0.44,0.40
1998-04-08,96.51,1.7,0.66,0.52,0.37
1998-04-09,96.44,1.64,0.57,0.46,0.37
1998-04-10,96.55,1.63,0.69,0.45,0.39
1998-04-11,96.44,1.66,0.56,0.50,0.42
1998-04-12,96.49,1.61,0.56,0.48,0.35
1998-04-13,96.41,1.64,0.51,0.48,0.36
1998-04-14,96.42,1.63,0.57,0.49,0.39
1998-04-15,96.48,1.56,0.59,0.47,0.38
1998-04-16,96.45,1.6,0.53,0.49,0.33
1998-04-17,96.42,1.66,0.55,0.49,0.37
1998-04-18,96.44,1.59,0.63,0.45,0.35
1998-04-19,96.41,1.59,0.49,0.44,0.38
1998-04-20,96.36,1.62,0.55,0.47,0.35
1998-04-21,96.4,1.56,0.55,0.43,0.35
1998-04-22,96.36,1.6,0.54,0.45,0.31
1998-04-23,96.43,1.55,0.59,0.48,0.37
1998-04-24,96.33,1.56,0.51,0.47,0.38
1998-04-25,96.39,1.6,0.55,0.44,0.37
1998-04-26,96.35,1.52,0.6,0.42,0.33
1998-04-27,96.38,1.57,0.54,0.45,0.34
1998-04-28,96.35,1.56,0.53,0.50,0.38
1998-04-29,96.31,1.54,0.52,0.45,0.39
1998-04-30,96.34,1.54,0.52,0.48,0.40
1998-05-01,96.29,1.48,0.59,0.47,0.40
1998-05-02,96.32,1.6,0.51,0.47,0.33
1998-05-03,96.34,1.56,0.59,0.46,0.41
1998-05-04,96.29,1.54,0.5,0.46,0.36
1998-05-05,96.29,1.55,0.58,0.47,0.32
1998-05-06,96.33,1.54,0.57,0.47,0.33
1998-05-07,96.19,1.51,0.53,0.47,0.38
1998-05-08,96.29,1.55,0.52,0.44,0.32
1998-05-09,96.25,1.49,0.59,0.46,0.36
1998-05-10,96.29,1.59,0.52,0.48,0.38
1998-05-11,96.24,1.55,0.51,0.46,0.36
1998-05-12,96.24,1.52,0.49,0.46,0.36
1998-05-13,96.22,1.51,0.46,0.48,0.38
1998-05-14,96.26,1.56,0.48,0.49,0.35
1998-05-15,96.18,1.54,0.52,0.46,0.38
1998-05-16,96.23,1.45,0.43,0.48,0.40
1998-05-17,96.28,1.5,0.53,0.45,0.37
1998-05-18,96.22,1.53,0.46,0.47,0.39
1998-05-19,96.21,1.44,0.46,0.42,0.30
1998-05-20,96.2,1.42,0.49,0.47,0.33
1998-05-21,96.19,1.45,0.5,0.45,0.35
1998-05-22,96.21,1.46,0.58,0.46,0.34
1998-05-23,96.23,1.56,0.49,0.46,0.32
1998-05-24,96.23,1.54,0.46,0.48,0.32
1998-05-25,96.19,1.65,0.49,0.44,0.37
1998-05-26,96.22,1.49,0.53,0.45,0.33
1998-05-27,96.17,1.45,0.55,0.50,0.35
1998-05-28,96.21,1.38,0.5,0.48,0.38
1998-05-29,96.2,1.54,0.51,0.46,0.38
1998-05-30,96.21,1.5,0.51,0.44,0.33
1998-05-31,96.17,1.46,0.47,0.44,0.38
1998-06-01,96.16,1.54,0.54,0.45,0.35
1998-06-02,96.22,1.47,0.48,0.46,0.39
1998-06-03,96.19,1.56,0.52,0.43,0.33
1998-06-04,96.25,1.45,0.49,0.45,0.41
1998-06-05,96.16,1.43,0.49,0.44,0.34
1998-06-06,96.19,1.48,0.44,0.46,0.40
1998-06-07,96.21,1.49,0.54,0.43,0.36
1998-06-08,96.22,1.44,0.52,0.44,0.38
1998-06-09,96.19,1.58,0.5,0.45,0.43
1998-06-10,96.19,1.48,0.44,0.43,0.35
1998-06-11,96.25,1.61,0.44,0.45,0.38
1998-06-12,96.2,1.5,0.48,0.47,0.35
1998-06-13,96.25,1.57,0.5,0.44,0.35
1998-06-14,96.28,1.51,0.5,0.44,0.37
1998-06-15,96.23,1.47,0.57,0.46,0.37
1998-06-16,96.24,1.49,0.5,0.47,0.38
1998-06-17,96.2,1.52,0.46,0.43,0.36
1998-06-18,96.23,1.48,0.54,0.45,0.37
1998-06-19,96.26,1.55,0.51,0.50,0.34
1998-06-20,96.21,1.5,0.52,0.51,0.36
1998-06-21,96.25,1.48,0.48,0.49,0.35
1998-06-22,96.24,1.58,0.6,0.49,0.38
1998-06-23,96.27,1.47,0.58,0.50,0.43
1998-06-24,96.22,1.48,0.55,0.50,0.38
1998-06-25,96.21,1.56,0.53,0.45,0.39
1998-06-26,96.27,1.48,0.57,0.47,0.38
1998-06-27,96.27,1.5,0.57,0.49,0.42
1998-06-28,96.18,1.54,0.53,0.48,0.41
1998-06-29,96.24,1.53,0.56,0.51,0.43
1998-06-30,96.25,1.52,0.54,0.51,0.41
1998-07-01,96.29,1.59,0.53,0.50,0.39
1998-07-02,96.32,1.47,0.56,0.47,0.44
1998-07-03,96.24,1.54,0.58,0.51,0.43
1998-07-04,96.35,1.54,0.53,0.49,0.43
1998-07-05,96.33,1.54,0.56,0.48,0.42
1998-07-06,96.33,1.59,0.5,0.50,0.46
1998-07-07,96.31,1.54,0.53,0.51,0.46
1998-07-08,96.27,1.54,0.55,0.51,0.44
1998-07-09,96.3,1.54,0.56,0.53,0.48
1998-07-10,96.33,1.63,0.58,0.49,0.44
1998-07-11,96.39,1.61,0.62,0.54,0.46
1998-07-12,96.32,1.54,0.55,0.51,0.54
1998-07-13,96.36,1.55,0.61,0.55,0.48
1998-07-14,96.37,1.57,0.58,0.55,0.51
1998-07-15,96.33,1.54,0.63,0.55,0.47
1998-07-16,96.37,1.56,0.64,0.55,0.51
1998-07-17,96.39,1.49,0.61,0.55,0.52
1998-07-18,96.36,1.57,0.63,0.55,0.52
1998-07-19,96.41,1.65,0.6,0.57,0.55
1998-07-20,96.39,1.6,0.66,0.54,0.57
1998-07-21,96.38,1.61,0.65,0.56,0.54
1998-07-22,96.41,1.57,0.66,0.58,0.57
1998-07-23,96.44,1.6,0.61,0.58,0.54
1998-07-24,96.38,1.58,0.63,0.60,0.55
1998-07-25,96.46,1.55,0.67,0.60,0.59
1998-07-26,96.46,1.55,0.69,0.59,0.64
1998-07-27,96.45,1.56,0.67,0.59,0.63
1998-07-28,96.47,1.55,0.69,0.57,0.58
1998-07-29,96.48,1.56,0.6,0.63,0.59
1998-07-30,96.5,1.61,0.68,0.62,0.60
1998-07-31,96.54,1.48,0.73,0.64,0.65
1998-08-01,96.55,1.56,0.73,0.61,0.62
1998-08-02,96.49,1.56,0.69,0.61,0.63
1998-08-03,96.58,1.64,0.7,0.62,0.70
1998-08-04,96.56,1.59,0.76,0.67,0.64
1998-08-05,96.59,1.65,0.68,0.65,0.67
1998-08-06,96.59,1.64,0.74,0.65,0.64
1998-08-07,96.6,1.65,0.69,0.64,0.68
1998-08-08,96.62,1.65,0.74,0.67,0.68
1998-08-09,96.61,1.66,0.76,0.66,0.70
1998-08-10,96.6,1.64,0.72,0.70,0.68
1998-08-11,96.59,1.63,0.79,0.70,0.75
1998-08-12,96.61,1.65,0.75,0.70,0.71
1998-08-13,96.65,1.69,0.84,0.68,0.70
1998-08-14,96.6,1.65,0.79,0.71,0.68
1998-08-15,96.6,1.75,0.77,0.71,0.75
1998-08-16,96.64,1.72,0.69,0.71,0.76
1998-08-17,96.68,1.62,0.79,0.73,0.79
1998-08-18,96.7,1.72,0.81,0.75,0.82
1998-08-19,96.76,1.68,0.79,0.71,0.82
1998-08-20,96.75,1.68,0.82,0.75,0.81
1998-08-21,96.61,1.71,0.81,0.71,0.86
1998-08-22,96.72,1.66,0.86,0.73,0.79
1998-08-23,96.69,1.85,0.88,0.76,0.84
1998-08-24,96.77,1.8,0.85,0.76,0.80
1998-08-25,96.75,1.76,0.78,0.76,0.83
1998-08-26,96.8,1.77,0.87,0.75,0.83
1998-08-27,96.75,1.73,0.85,0.78,0.83
1998-08-28,96.79,1.6,0.82,0.78,0.90
1998-08-29,96.81,1.78,0.98,0.74,0.88
1998-08-30,96.86,1.69,0.86,0.78,0.89
1998-08-31,96.88,1.76,0.9,0.81,0.90
1998-09-01,96.87,1.8,0.99,0.79,0.88
1998-09-02,96.88,1.75,0.92,0.83,0.93
1998-09-03,96.88,1.64,0.93,0.84,0.90
1998-09-04,96.88,1.82,0.93,0.84,0.93
1998-09-05,96.96,1.71,0.97,0.85,1.01
1998-09-06,96.88,1.81,0.93,0.79,0.99
1998-09-07,96.97,1.75,0.97,0.86,0.99
1998-09-08,96.97,1.79,0.97,0.82,1.01
1998-09-09,97.02,1.75,1.02,0.85,1.00
1998-09-10,96.98,1.84,1.06,0.85,1.02
1998-09-11,96.98,1.68,0.98,0.89,1.02
1998-09-12,97.0,1.76,0.97,0.88,1.07
1998-09-13,97.01,1.87,1.04,0.85,1.07
1998-09-14,97.08,1.92,0.97,0.94,1.08
1998-09-15,96.98,1.91,1.02,0.90,1.10
1998-09-16,97.07,1.72,0.96,0.91,1.07
1998-09-17,97.11,1.81,0.94,0.89,1.10
1998-09-18,97.08,1.87,1.09,0.91,1.10
1998-09-19,97.13,1.97,1.09,0.93,1.09
1998-09-20,97.19,1.9,1.09,0.94,1.12
1998-09-21,97.11,1.76,1.03,0.98,1.13
1998-09-22,97.17,1.84,1.09,0.93,1.14
1998-09-23,97.18,1.87,1.12,0.95,1.18
1998-09-24,97.2,1.84,0.98,0.93,1.18
1998-09-25,97.24,1.82,1.06,0.98,1.19
1998-09-26,97.25,1.91,1.13,1.00,1.15
1998-09-27,97.27,1.81,1.11,1.01,1.22
1998-09-28,97.24,1.96,1.16,0.98,1.24
1998-09-29,97.27,1.92,1.15,1.00,1.20
1998-09-30,97.29,1.91,1.18,0.99,1.33
1998-10-01,97.3,1.83,1.17,1.01,1.24
1998-10-02,97.32,1.84,1.13,1.02,1.26
1998-10-03,97.33,1.9,1.19,1.02,1.29
1998-10-04,97.35,1.93,1.16,1.07,1.30
1998-10-05,97.39,1.93,1.21,1.05,1.29
1998-10-06,97.43,1.9,1.13,1.06,1.29
1998-10-07,97.4,1.96,1.21,1.06,1.32
1998-10-08,97.43,1.84,1.18,1.04,1.36
1998-10-09,97.46,1.97,1.2,1.09,1.36
1998-10-10,97.47,1.91,1.19,1.08,1.31
1998-10-11,97.48,1.96,1.26,1.08,1.34
1998-10-12,97.51,2.04,1.29,1.07,1.41
1998-10-13,97.5,2.01,1.2,1.09,1.41
1998-10-14,97.53,2.02,1.3,1.12,1.44
1998-10-15,97.57,2.07,1.25,1.11,1.44
1998-10-16,97.58,1.97,1.34,1.12,1.38
1998-10-17,97.58,2.02,1.36,1.13,1.46
1998-10-18,97.61,1.98,1.3,1.16,1.45
1998-10-19,97.59,2.04,1.37,1.14,1.46
1998-10-20,97.62,1.91,1.31,1.10,1.51
1998-10-21,97.66,1.96,1.26,1.15,1.45
1998-10-22,97.65,1.91,1.36,1.17,1.46
1998-10-23,97.67,2.02,1.41,1.16,1.47
1998-10-24,97.67,1.91,1.37,1.19,1.52
1998-10-25,97.73,1.96,1.37,1.19,1.55
1998-10-26,97.73,2.04,1.37,1.20,1.56
1998-10-27,97.83,2.03,1.41,1.23,1.58
1998-10-28,97.76,1.91,1.46,1.24,1.57
